review_id	sentiment	label_id	input_ids	review_body	date
10207	1	2	[0, 713, 16, 10, 9869, 23204, 111, 5, 22, 119, 5434, 113, 3195, 959, 16, 269, 35579, 1437, 61, 16, 99, 5, 1345, 8711, 4, 24, 10698, 326, 1872, 1437, 16, 70, 1055, 25416, 1437, 8, 16, 29716, 11, 10, 43329, 18339, 40708, 14, 2029, 24, 27751, 8, 18632, 14, 64, 28, 450, 157, 11, 5, 4617, 1345, 4, 939, 524, 3489, 45, 10, 2378, 9, 31179, 6847, 21764, 53, 11, 42, 403, 24, 1364, 19, 5, 1374, 1663, 9, 5, 23204, 111, 65, 14, 1575, 2679, 27430, 1437, 2301, 1437, 8, 19811, 4, 24, 16, 182, 3793, 1437, 3279, 1437, 8, 13719, 1437, 8, 64, 28, 10610, 25, 10, 9881, 2125, 50, 7001, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"This is a lovely sweater - the ""moss"" color however is really camel  which is what the photo indicates. it fits tts  is all cashmere  and is knit in a brioche stitch that gives it loft and texture that can be seen well in the detail photo. i am generally not a fan of raglan sleeves but in this case it works with the overall construction of the sweater - one that features interesting decreases  lines  and angles. it is very soft  warm  and lightweight  and can be worn as a casual piece or dressed"	2021-07-04T06:05:58Z
18958	0	1	[0, 713, 16, 10, 3610, 3588, 14, 817, 162, 206, 22, 428, 24019, 12, 571, 5112, 1368, 10147, 21039, 845, 939, 2162, 127, 4505, 1836, 8, 24, 1326, 101, 12808, 9, 10, 363, 571, 3355, 15, 162, 4, 939, 437, 164, 7, 860, 10, 1836, 2735, 11, 5, 1991, 939, 40, 657, 24, 55, 4, 939, 437, 22190, 42, 3588, 13, 167, 14, 101, 5, 22364, 29363, 3569, 29342, 324, 27636, 6306, 219, 2496, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"This is a busy dress that makes me think ""boho-glam holly hobby"". i bought my usual size and it looks like nightmare of a nightgown on me. i'm going to try a size smaller in the hopes i will love it more. i'm recommending this dress for those that like the quirky whimsical hippie eclectic crafty style."	2021-07-04T06:05:58Z
7174	0	1	[0, 713, 16, 10, 828, 55, 8443, 12, 1173, 87, 939, 421, 4, 5, 1468, 16, 761, 9, 12272, 219, 1437, 8, 24, 21, 19351, 87, 421, 4, 24, 34, 10, 14187, 11, 24, 1437, 101, 10, 8443, 14187, 4, 939, 938, 75, 10, 2378, 9, 5, 3741, 281, 3275, 15, 5, 760, 4, 939, 4443, 51, 32, 2425, 7, 28, 20731, 1437, 53, 51, 32, 5909, 410, 4204, 3741, 281, 3275, 4, 24, 16, 55, 30197, 11, 5, 5933, 87, 939, 421, 1437, 8, 939, 218, 75, 33, 10, 1605, 251, 28762, 4, 939, 101, 5, 26370, 5326, 219, 4, 5, 6184, 16, 9869, 4, 5, 2564, 16, 59, 1514, 15, 4, 939, 524, 59, 10, 316, 73, 1570, 19, 10, 2843, 438, 11044, 8, 5, 2]	This is a bit more jacket-ish than i expected. the material is kind of scratchy  and it was heavier than expected. it has a lining in it  like a jacket lining. i wasn't a fan of the clasps on the front. i guess they are meant to be invisible  but they are literally little metal clasps. it is more cropped in the length than i expected  and i don't have a particularly long torso. i like the embroidery. the pattern is lovely. the fit is about spot on. i am about a 12/14 with a 38c bust and the l fi	2021-07-04T06:05:58Z
13027	0	1	[0, 100, 657, 209, 4, 5, 3195, 8, 5, 2496, 4, 53, 51, 32, 683, 456, 350, 765, 4, 51, 32, 45, 2357, 4877, 4, 939, 240, 2107, 4877, 7, 213, 7, 5, 1929, 4, 209, 32, 1065, 5, 1929, 98, 51, 32, 45, 2357, 4877, 4, 182, 6770, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I love these. the color and the style. but they are once again too short. they are not 33 inches. i need 32 inches to go to the floor. these are above the floor so they are not 33 inches. very disappointing.	2021-07-04T06:05:58Z
10169	-1	0	[0, 100, 802, 42, 21, 55, 101, 41, 24901, 22861, 28517, 4, 45, 23, 70, 328, 939, 437, 1169, 10, 475, 50, 784, 8, 939, 2162, 10, 739, 8, 14, 21, 350, 650, 8, 350, 3229, 4, 24, 16, 55, 15898, 4, 114, 47, 32, 546, 13, 402, 55, 3137, 24382, 1437, 218, 75, 907, 4, 959, 1437, 114, 47, 236, 55, 9, 10, 15898, 3089, 11556, 619, 1437, 172, 213, 13, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I thought this was more like an oversized sweatshirt. not at all! i'm either a m or l and i bought a large and that was too small and too tight. it is more fitted. if you are looking for something more comfy  don't buy. however  if you want more of a fitted blouse feel  then go for it.	2021-07-04T06:05:58Z
12440	0	1	[0, 100, 437, 195, 108, 134, 113, 8, 42, 299, 21, 350, 251, 13, 162, 4, 24, 18, 1256, 53, 3214, 13, 99, 24, 16, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I'm 5'1"" and this top was too long for me. it's pretty but expensive for what it is."	2021-07-04T06:05:58Z
1997	0	1	[0, 100, 770, 7, 1136, 11, 657, 19, 42, 8443, 328, 939, 437, 41, 3023, 29, 50, 579, 11, 6215, 3595, 98, 939, 2740, 42, 804, 11, 258, 10070, 4, 77, 939, 829, 24, 939, 1299, 5, 10199, 8, 1320, 2638, 5, 3195, 8, 18632, 4, 28110, 1104, 36, 3654, 350, 12664, 43, 8, 98, 5784, 3793, 328, 5, 5933, 21, 5, 276, 25, 15, 5, 1421, 61, 16, 99, 939, 770, 142, 145, 195, 108, 176, 14881, 10431, 171, 20200, 26124, 162, 4, 939, 33, 6787, 10762, 8, 9574, 42, 8443, 21, 350, 4007, 8, 181, 33650, 13, 127, 5120, 1437, 8, 939, 1415, 101, 10, 16377, 37359, 4, 5, 3023, 29, 21, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I wanted to fall in love with this jacket! i'm an xs or s in retailer brands so i ordered this online in both sizes. when i received it i felt the fabric and immediately loved the color and texture. creamy white (not too stark) and so incredibly soft! the length was the same as on the model which is what i wanted because being 5'2 113# many jackets swallow me. i have narrow shoulders and unfortunately this jacket was too broad and puffy for my frame  and i looked like a marshmallow. the xs was the	2021-07-04T06:05:58Z
4132	0	1	[0, 100, 829, 5, 15203, 8, 24, 21, 1256, 203, 25, 7092, 959, 1437, 5, 3195, 965, 75, 1341, 5718, 131, 24, 34, 10, 410, 2272, 7, 24, 1437, 761, 9, 5966, 241, 3698, 4, 1437, 1437, 1437, 939, 1835, 5, 6880, 142, 24, 399, 75, 356, 25, 205, 15, 162, 25, 24, 222, 15, 5, 7092, 1421, 4, 42, 74, 1153, 356, 357, 15, 951, 26647, 87, 162, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I received the vest and it was pretty much as pictured however  the color isn't quite yellow; it has a little green to it  kind of chartreuse.    i returned the item because it didn't look as good on me as it did on the pictured model. this would probably look better on someone taller than me.	2021-07-04T06:05:58Z
17362	1	2	[0, 713, 16, 10, 372, 299, 8, 24, 2564, 162, 182, 15481, 53, 24, 18, 203, 1181, 87, 24, 2082, 7, 28, 11, 5, 2170, 4, 939, 437, 195, 108, 176, 8, 24, 21, 55, 101, 10, 27115, 636, 87, 10, 6013, 15, 162, 4, 114, 24, 58, 10941, 24, 74, 28, 65, 9, 127, 2674, 25919, 939, 437, 686, 4, 114, 47, 214, 182, 6764, 939, 206, 47, 40, 657, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This is a great top and it fit me very nicely but it's much longer than it appear to be in the picture. i'm 5'2 and it was more like a tunic than a tank on me. if it were shorter it would be one of my favorite staples i'm sure. if you're very tall i think you will love it.	2021-07-04T06:05:58Z
6270	0	1	[0, 133, 15203, 1326, 1437, 98, 14160, 15, 4, 24, 817, 10, 1675, 326, 6399, 356, 4803, 4740, 19, 24, 15, 4, 939, 657, 5, 15203, 53, 5, 425, 16, 350, 239, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The vest looks  so stylish on. it makes a regular t shirt look edgy with it on. i love the vest but the price is too high	2021-07-04T06:05:58Z
18550	-1	0	[0, 100, 2162, 5, 909, 8, 12339, 11692, 1755, 9321, 2084, 6149, 1033, 4, 939, 802, 5, 425, 21, 372, 4, 350, 205, 7, 28, 1528, 4, 47, 120, 99, 47, 582, 13, 4, 683, 939, 1357, 5, 2233, 51, 32651, 11522, 4, 24, 21, 10, 4747, 11362, 4, 939, 15158, 5, 909, 1763, 2330, 8, 24, 21, 10, 410, 357, 4, 939, 33, 15158, 5, 12339, 195, 498, 8, 24, 202, 28078, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.	2021-07-04T06:05:58Z
15858	0	1	[0, 510, 9222, 11835, 42, 3588, 7, 3568, 7, 92, 50, 45402, 11, 189, 734, 20473, 19, 6255, 1536, 13, 9881, 8, 3630, 4, 98, 5074, 14, 24, 21, 45, 25, 939, 56, 5207, 4, 5, 10199, 16, 10, 828, 2016, 1437, 8, 5, 21764, 32, 182, 3229, 36, 118, 33, 7174, 3701, 322, 5, 3195, 16, 10, 828, 22, 1529, 22, 25, 5, 3618, 3195, 16, 10, 12339, 1437, 61, 630, 75, 2342, 7933, 5, 5718, 1521, 4, 939, 3584, 5, 739, 1437, 25, 42, 1836, 2333, 10698, 162, 19, 10, 828, 9, 3041, 1437, 53, 24, 21, 182, 3229, 70, 198, 1437, 941, 198, 5, 11044, 443, 4, 164, 7, 33, 7, 671, 42, 734, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Purchased this dress to wear to new orleans in may...perfect with sandals for casual and dinner. so sad that it was not as i had hoped. the fabric is a bit heavy  and the sleeves are very tight (i have thin arms). the color is a bit ""off "" as the background color is a gray  which doesn't flatter the yellow design. i purchased the large  as this size usually fits me with a bit of flow  but it was very tight all around  especially around the bust area. going to have to return this..."	2021-07-04T06:05:58Z
1900	0	1	[0, 495, 5224, 2037, 127, 2295, 15, 5, 20004, 98, 939, 802, 939, 1017, 860, 24, 15, 4, 5, 3588, 34, 9869, 2440, 26224, 36, 9635, 7, 27484, 11, 5, 804, 1345, 43, 61, 817, 24, 10, 372, 76, 12, 3431, 2125, 4, 959, 1437, 101, 643, 33, 7181, 1437, 24, 16, 350, 614, 7, 3568, 7, 173, 4, 40, 1701, 25935, 1635, 7, 593, 5, 748, 12, 20020, 114, 5, 3588, 16, 4760, 159, 1684, 63, 595, 1392, 425, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Dress caught my eye on the rack so i thought i'd try it on. the dress has lovely blue stripes (hard to discern in the online photo) which makes it a great year-round piece. however  like others have commented  it is too low to wear to work. will consider alternations to close the v-neck if the dress is marked down beyond its current sale price.	2021-07-04T06:05:58Z
12184	0	1	[0, 100, 770, 7, 657, 42, 299, 1437, 53, 56, 132, 538, 1272, 19, 24, 4, 78, 1437, 24, 18, 45, 13, 765, 1972, 4, 939, 437, 129, 195, 108, 6764, 8, 24, 21, 10, 746, 7319, 15, 162, 10301, 11036, 4, 5, 21764, 58, 169, 350, 251, 8, 5, 27595, 147, 5, 23204, 8, 3723, 2911, 783, 972, 478, 235, 11, 5, 1692, 9, 127, 17507, 1437, 61, 21, 23213, 29747, 24203, 4, 200, 1437, 5, 10521, 10199, 21, 182, 7174, 8, 24282, 6162, 546, 4, 117, 19078, 15, 3357, 42, 65, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I wanted to love this top  but had 2 major problems with it. first  it's not for short girls. i'm only 5' tall and it was a total mess on me proportion wise. the sleeves were way too long and the seam where the sweater and peplum meet hit right in the middle of my butt  which was terribly unflattering. second  the grey fabric was very thin and kinda cheap looking. no regrets on returning this one.	2021-07-04T06:05:58Z
2668	1	2	[0, 133, 6184, 1437, 150, 2721, 1437, 16, 15, 10, 203, 55, 5718, 12, 1879, 4405, 3618, 87, 7092, 4, 5, 16576, 16, 182, 13103, 18140, 1827, 8, 5, 33827, 13977, 2551, 182, 7082, 1437, 101, 24, 74, 45, 323, 5, 16576, 4, 150, 939, 222, 101, 24, 1437, 939, 399, 75, 657, 24, 1437, 98, 24, 56, 7, 213, 124, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The pattern  while beautiful  is on a much more yellow-ivory background than pictured. the skirt is very voluminous and the elastic waist seemed very loose  like it would not support the skirt. while i did like it  i didn't love it  so it had to go back.	2021-07-04T06:05:58Z
16535	1	2	[0, 16587, 42, 328, 939, 23855, 62, 7, 3023, 462, 31, 739, 7586, 372, 6184, 4, 182, 3793, 4, 939, 524, 7992, 2084, 35546, 8, 380, 9759, 219, 4, 42, 14233, 1741, 16, 5, 1969, 5933, 4, 5, 129, 696, 16, 77, 939, 240, 7, 304, 5, 8080, 4, 543, 7, 542, 39017, 31, 5, 124, 11, 10, 20607, 4, 939, 56, 127, 1623, 542, 39017, 13, 162, 11, 645, 7, 2999, 159, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Love this! i sized up to xl from large.. great pattern. very soft. i am thick legged and big booty. this romper is the perfect length. the only issue is when i need to use the bathroom. hard to unzip from the back in a hurry. i had my husband unzip for me in order to pull down.	2021-07-04T06:05:58Z
