review_id	sentiment	label_id	input_ids	review_body	date
7700	-1	0	[0, 100, 2162, 42, 299, 11, 80, 8089, 5579, 118, 206, 24, 18, 10, 269, 11962, 1437, 1365, 299, 7, 3568, 1437, 53, 5, 10199, 16, 2778, 7174, 8, 2129, 1318, 4, 939, 21222, 5, 760, 88, 10, 1763, 9, 13344, 8, 939, 64, 416, 192, 10, 650, 29650, 12748, 1437, 61, 939, 437, 686, 40, 28, 10, 4683, 11, 117, 86, 4, 80, 2690, 129, 142, 939, 269, 109, 101, 5, 356, 9, 5, 299, 3489, 1437, 939, 95, 2813, 24, 21, 402, 14, 21, 164, 7, 94, 1684, 10, 891, 9, 15033, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I bought this top in two colors--i think it's a really cute  easy top to wear  but the fabric is extremely thin and poor quality. i tucked the front into a pair of shorts and i can already see a small snag forming  which i'm sure will be a hole in no time. two stars only because i really do like the look of the top generally  i just wish it was something that was going to last beyond a couple of wears.	2021-07-04T06:05:58Z
7773	1	2	[0, 713, 3588, 16, 182, 34203, 15, 4, 24, 10698, 593, 7, 5, 809, 53, 5, 13171, 32, 7992, 98, 24, 630, 75, 311, 350, 203, 4, 5, 1468, 16, 4140, 219, 8, 182, 23889, 4, 939, 437, 195, 108, 306, 113, 1437, 8325, 29882, 8, 10, 2631, 438, 8, 5, 4761, 2564, 6683, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"This dress is very flattering on. it fits close to the body but the layers are thick so it doesn't show too much. the material is stretchy and very cozy. i'm 5'4""  130lbs and a 34c and the medium fit perfectly."	2021-07-04T06:05:58Z
13499	-1	0	[0, 100, 437, 4716, 1459, 1437, 53, 190, 114, 939, 3559, 75, 1437, 939, 206, 42, 1237, 182, 739, 1437, 965, 75, 1026, 34203, 23, 70, 1437, 8, 1374, 1326, 22018, 4, 24, 144, 2299, 473, 45, 11071, 5, 425, 4, 1468, 16, 7174, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I'm petite  but even if i weren't  i think this runs very large  isn't form flattering at all  and overall looks dull. it most definitely does not justify the price. material is thin.	2021-07-04T06:05:58Z
1216	0	1	[0, 100, 524, 195, 108, 398, 19, 5350, 11454, 1437, 26163, 809, 8, 2491, 16134, 417, 39499, 4, 5, 910, 15315, 3587, 62, 3022, 162, 235, 874, 127, 22712, 8, 6670, 5, 356, 9, 145, 59, 231, 377, 5283, 4, 5, 28, 8423, 16, 2721, 8, 939, 2813, 14, 24, 2564, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I am 5'8 with curvy  muscular body and 36ddd boobs. the ruffle ends up hitting me right below my breasts and creates the look of being about 6 months pregnant. the beading is beautiful and i wish that it fit.	2021-07-04T06:05:58Z
15091	1	2	[0, 100, 437, 145, 33998, 9391, 42, 3588, 13, 1341, 10, 150, 1437, 1747, 939, 1276, 7, 3704, 15, 24, 8, 939, 21, 98, 41, 8628, 7, 1325, 24, 11, 5, 7107, 1437, 1747, 2035, 8, 103, 141, 938, 75, 99, 939, 21, 4804, 1437, 5, 760, 233, 34, 132, 3745, 9, 10199, 7391, 7, 5, 2380, 9, 5, 3588, 14, 10438, 198, 110, 13977, 442, 14, 1683, 47, 192, 15, 5, 1421, 4, 7, 28, 5322, 939, 399, 75, 101, 14, 23, 70, 1437, 939, 206, 51, 19750, 5, 3588, 19, 14, 1437, 5, 3588, 16, 182, 3473, 2157, 1437, 5, 10199, 16, 2422, 3793, 939, 64, 4744, 2498, 42, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I'm being eyeballing this dress for quite a while  finally i decided to jump on it and i was so ansy to receive it in the mail  finally arrived and some how wasn't what i was expecting  the front part has 2 pieces of fabric attached to the sides of the dress that wrap around your waist making that effect you see on the model. to be honest i didn't like that at all  i think they ruined the dress with that  the dress is very comfortable feeling  the fabric is super soft i can imagine wearing this	2021-07-04T06:05:58Z
6756	-1	0	[0, 100, 1395, 4744, 42, 3588, 447, 11, 143, 1836, 4, 939, 524, 10, 650, 1437, 7174, 8, 674, 6958, 693, 36, 33834, 10, 564, 73, 2481, 11, 9304, 1437, 10, 1836, 2107, 438, 11044, 1437, 8, 195, 108, 401, 113, 6764, 322, 42, 3588, 21, 1307, 4, 939, 23855, 159, 7, 10, 132, 36, 939, 524, 460, 10, 204, 11, 14442, 43, 8, 42, 3588, 21, 202, 380, 734, 939, 109, 45, 216, 114, 939, 115, 1836, 159, 7, 10, 321, 600, 25, 5, 10762, 2551, 7, 2564, 235, 4, 24, 21, 23857, 8693, 1827, 4, 939, 300, 24, 13, 10, 3312, 11, 80, 377, 8, 939, 40, 28, 155, 377, 5283, 1437, 24, 202, 1979, 75, 173, 3867, 939, 21, 361, 377, 5283, 8, 3406, 2]	"I cannot imagine this dress working in any size. i am a small  thin and average height woman (usually a 25/26 in pants  a size 32c bust  and 5'6"" tall). this dress was huge. i sized down to a 2 ( i am always a 4 in dresses) and this dress was still big... i do not know if i could size down to a 0 though as the shoulders seemed to fit right. it was ginormous. i got it for a wedding in two months and i will be 3 months pregnant  it still wouldn't work unless i was 9 months pregnant and carrying tr"	2021-07-04T06:05:58Z
13311	-1	0	[0, 713, 3089, 11556, 16, 2721, 8, 939, 794, 951, 2498, 24, 8, 79, 1415, 372, 4, 939, 439, 8, 2162, 42, 7, 3568, 13, 10, 2317, 537, 8, 24, 16, 45, 13, 82, 19, 143, 2345, 9, 7050, 328, 24, 1415, 10861, 15, 162, 25, 5, 16415, 2923, 554, 235, 23, 5, 11689, 516, 8, 1726, 5, 3089, 11556, 7, 10178, 66, 11, 258, 9969, 328, 959, 111, 1326, 2422, 11962, 15, 167, 55, 15, 5, 3269, 12, 2871, 16460, 526, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This blouse is beautiful and i saw someone wearing it and she looked great. i went and bought this to wear for a holiday party and it is not for people with any sort of chest! it looked ridiculous on me as the pleats started right at the bra line and caused the blouse to tent out in both directions! however - looks super cute on those more on the flat-chested side!	2021-07-04T06:05:58Z
15253	1	2	[0, 713, 16338, 16, 98, 11962, 1437, 24, 16, 3793, 1437, 8, 47, 64, 3588, 24, 62, 50, 159, 6122, 15, 147, 110, 164, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This jumper is so cute  it is soft  and you can dress it up or down depending on where your going.	2021-07-04T06:05:58Z
17632	0	1	[0, 28965, 1663, 73, 17536, 17187, 9, 16576, 16, 2129, 12, 5, 26221, 58, 842, 11538, 11, 15, 5, 27595, 12, 103, 26221, 399, 75, 4477, 3269, 15, 526, 30, 27595, 12, 1415, 101, 103, 26221, 58, 1716, 198, 5, 299, 233, 9, 16576, 11, 124, 12, 36, 182, 5779, 11, 5, 1318, 31, 6215, 12, 127, 94, 155, 50, 98, 3365, 33, 57, 1122, 4496, 19, 49, 1964, 12, 5074, 12846, 13278, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Overall construction/craftmanship of skirt is poor- the dots were sewn in on the seam- some dots didn't lay flat on side by seam- looked like some dots were missing around the top part of skirt in back- ( very disappointed in the quality from retailer- my last 3 or so orders have been similar complaints with their items- sad!!!)	2021-07-04T06:05:58Z
4165	0	1	[0, 100, 3033, 5, 760, 8, 124, 7191, 53, 399, 75, 101, 5, 2564, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I lived the front and back designs but didn't like the fit.	2021-07-04T06:05:58Z
5309	0	1	[0, 100, 770, 7, 657, 209, 142, 51, 32, 98, 1256, 8, 283, 11, 3739, 9, 8089, 1437, 53, 71, 129, 10, 367, 728, 9, 2498, 106, 1437, 939, 21, 519, 7, 2999, 106, 66, 9, 127, 2576, 328, 596, 473, 390, 18, 20745, 98, 5705, 3068, 62, 116, 939, 6329, 3568, 10, 1836, 204, 73, 2517, 1437, 8, 2740, 209, 11, 10, 475, 1437, 53, 939, 4443, 51, 58, 202, 350, 650, 1437, 61, 1302, 24941, 7, 162, 4, 51, 32, 3793, 8, 1256, 1437, 53, 939, 40, 45, 28, 12926, 55, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I wanted to love these because they are so pretty and come in lots of colors  but after only a few minutes of wearing them  i was having to pull them out of my bottom! why does women's underwear so frequently ride up? i normally wear a size 4/28  and ordered these in a m  but i guess they were still too small  which seems unreasonable to me. they are soft and pretty  but i will not be ordering more.	2021-07-04T06:05:58Z
7410	0	1	[0, 713, 16, 10, 11962, 3588, 1437, 53, 95, 45, 10, 13456, 13, 162, 4, 5, 299, 4745, 9, 5, 3588, 16, 5342, 41783, 4, 939, 524, 6329, 10, 650, 11, 6215, 10070, 1437, 53, 939, 74, 33, 23855, 62, 5, 489, 5, 3588, 31, 6539, 98, 203, 420, 5, 11044, 4, 3680, 1437, 24, 21, 11962, 8, 2007, 1437, 8, 5, 30892, 459, 21, 1341, 3793, 4, 1437, 939, 206, 14, 939, 74, 33, 1613, 19, 10, 4761, 1437, 53, 939, 524, 2498, 10, 650, 11, 5, 1345, 4, 13, 5135, 1437, 939, 524, 195, 108, 245, 113, 1437, 14434, 18508, 23246, 1437, 2631, 438, 1437, 8, 974, 113, 13977, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"This is a cute dress  but just not a keeper for me. the top portion of the dress is fairly snug. i am normally a small in retailer sizes  but i would have sized up the keep the dress from pulling so much across the bust. otherwise  it was cute and simple  and the tulle was quite soft.  i think that i would have gone with a medium  but i am wearing a small in the photo. for reference  i am 5'5""  ~135 lbs  34c  and 27"" waist."	2021-07-04T06:05:58Z
12816	1	2	[0, 100, 2740, 127, 2340, 1836, 739, 8, 524, 16748, 3357, 142, 24, 18, 14860, 739, 8, 251, 15, 127, 5120, 4, 5, 7019, 385, 1168, 397, 21764, 32, 350, 251, 8, 1810, 8, 357, 14756, 13, 1181, 3701, 87, 4318, 4, 657, 5, 477, 6591, 21764, 4, 51, 1606, 10, 3793, 27360, 16464, 4, 543, 7, 1137, 31, 5, 2356, 1437, 53, 5, 18632, 16, 818, 34773, 4, 1437, 5, 12339, 3195, 16, 2721, 8, 1437, 63, 888, 156, 31, 3228, 20585, 28, 7876, 8, 12339, 14, 1326, 4334, 11, 5, 1109, 4, 24, 630, 75, 40452, 50, 7722, 4, 939, 218, 75, 101, 24, 615, 7, 860, 10, 2735, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered my normal size large and am sadly returning because it's overly large and long on my frame. the slight dolman sleeves are too long and wide and better suited for longer arms than mine. love the pointelle sleeves. they add a soft feminine vibe. hard to tell from the photos  but the texture is almost fuzzy.  the gray color is beautiful and  its actually made from multi colored beige and gray that looks silver in the light. it doesn't itch or shed. i don't like it enough to try a smaller	2021-07-04T06:05:58Z
5428	0	1	[0, 100, 2162, 42, 13855, 6439, 11, 258, 26348, 4, 939, 2329, 3995, 5, 2564, 8, 619, 9, 258, 1437, 53, 16748, 1437, 5, 11267, 10199, 21, 45, 7521, 157, 11, 5, 1663, 4, 130, 7721, 35, 10, 7174, 1104, 2125, 552, 65, 2985, 27595, 156, 24, 356, 101, 10, 4683, 131, 21230, 27407, 739, 3745, 9, 1104, 11, 5, 42613, 443, 1415, 26654, 8, 1593, 131, 2373, 9, 70, 1437, 10, 42539, 21, 2325, 15, 258, 6181, 3745, 1437, 53, 51, 58, 430, 19811, 1437, 61, 456, 1415, 26654, 8, 1593, 11, 10, 317, 147, 47, 269, 236, 24, 7, 356, 19427, 8, 235, 4, 350, 1099, 741, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I bought this jumpsuit in both fabrics. i adored the fit and feel of both  but sadly  the graphic fabric was not handled well in the construction. three examples: a thin white piece along one leg seam made it look like a hole; mismatched large pieces of white in the crotch area looked sloppy and wrong; worst of all  a diagonal was placed on both breast pieces  but they were different angles  which again looked sloppy and wrong in a place where you really want it to look neat and right. too bad b	2021-07-04T06:05:58Z
10274	0	1	[0, 771, 1173, 42, 1006, 13, 162, 328, 939, 524, 195, 108, 466, 41667, 24, 16, 203, 10941, 87, 24, 1326, 11, 5, 1345, 8, 5, 12189, 222, 45, 478, 127, 28097, 50, 28762, 11, 5, 235, 1514, 4, 5, 5397, 21, 761, 9, 3229, 15, 162, 350, 4, 939, 657, 5, 1114, 9, 42, 3588, 53, 240, 24, 1181, 4, 5, 3588, 16, 182, 929, 219, 1374, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Wish this worked for me! i am 5'9''. it is much shorter than it looks in the photo and the pockets did not hit my hips or torso in the right spot. the neck was kind of tight on me too. i love the idea of this dress but need it longer. the dress is very roomy overall.	2021-07-04T06:05:58Z
